dataset,datim_dataelement,shortname,code,dataelement,dataelementuid,dataelementdesc,categoryoptioncombo,categoryoptioncombocode,categoryoptioncombouid,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"30-34, Female, TB Screen - Negative, Life-long ART, Already, Positive",VsRVhNNLVtY,VsRVhNNLVtY,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"30-34, Female, TB Screen - Negative, Life-long ART, New, Positive",wItLBh6v4Ru,wItLBh6v4Ru,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"30-34, Female, TB Screen - Positive, Life-long ART, Already, Positive",FRT9nYPQoMK,FRT9nYPQoMK,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"30-34, Female, TB Screen - Positive, Life-long ART, New, Positive",O3C691CiSq3,O3C691CiSq3,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"30-34, Male, TB Screen - Negative, Life-long ART, Already, Positive",hoQguaO52u7,hoQguaO52u7,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"30-34, Male, TB Screen - Negative, Life-long ART, New, Positive",fMyAB3u9zj8,fMyAB3u9zj8,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"30-34, Male, TB Screen - Positive, Life-long ART, Already, Positive",qtUoO6PYIoK,qtUoO6PYIoK,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"30-34, Male, TB Screen - Positive, Life-long ART, New, Positive",aNwRETTdF58,aNwRETTdF58,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"35-39, Female, TB Screen - Negative, Life-long ART, Already, Positive",hPfuQd1XOUY,hPfuQd1XOUY,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"35-39, Female, TB Screen - Negative, Life-long ART, New, Positive",yNVzdaa3CmM,yNVzdaa3CmM,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"35-39, Female, TB Screen - Positive, Life-long ART, Already, Positive",w1mVVdw6HCT,w1mVVdw6HCT,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"35-39, Female, TB Screen - Positive, Life-long ART, New, Positive",nubJWHVFucH,nubJWHVFucH,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"35-39, Male, TB Screen - Negative, Life-long ART, Already, Positive",EbV5MOpwAKp,EbV5MOpwAKp,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"35-39, Male, TB Screen - Negative, Life-long ART, New, Positive",rgbfM2tPerp,rgbfM2tPerp,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"35-39, Male, TB Screen - Positive, Life-long ART, Already, Positive",aLQiU9khI4a,aLQiU9khI4a,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"35-39, Male, TB Screen - Positive, Life-long ART, New, Positive",P5KmjKo3zHH,P5KmjKo3zHH,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"40-44, Female, TB Screen - Negative, Life-long ART, Already, Positive",JSQWzoAlWnK,JSQWzoAlWnK,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"40-44, Female, TB Screen - Negative, Life-long ART, New, Positive",PGiYs3Cx53e,PGiYs3Cx53e,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"40-44, Female, TB Screen - Positive, Life-long ART, Already, Positive",lHgKrK1aUBm,lHgKrK1aUBm,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"40-44, Female, TB Screen - Positive, Life-long ART, New, Positive",JSIrZVobxHy,JSIrZVobxHy,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"40-44, Male, TB Screen - Negative, Life-long ART, Already, Positive",qxvtnUHGfha,qxvtnUHGfha,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"40-44, Male, TB Screen - Negative, Life-long ART, New, Positive",i4ZiuH7JYaa,i4ZiuH7JYaa,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"40-44, Male, TB Screen - Positive, Life-long ART, Already, Positive",cJyszuW1HIj,cJyszuW1HIj,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"40-44, Male, TB Screen - Positive, Life-long ART, New, Positive",CgrclzW31QG,CgrclzW31QG,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"45-49, Female, TB Screen - Negative, Life-long ART, Already, Positive",IwRaJKEg9YI,IwRaJKEg9YI,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"45-49, Female, TB Screen - Negative, Life-long ART, New, Positive",ufvkb6PaWvC,ufvkb6PaWvC,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"45-49, Female, TB Screen - Positive, Life-long ART, Already, Positive",acDvx0Ub86d,acDvx0Ub86d,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"45-49, Female, TB Screen - Positive, Life-long ART, New, Positive",wClFMbTeJlh,wClFMbTeJlh,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"45-49, Male, TB Screen - Negative, Life-long ART, Already, Positive",KxqNEi7O2pj,KxqNEi7O2pj,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"45-49, Male, TB Screen - Negative, Life-long ART, New, Positive",EWLqFiOENJS,EWLqFiOENJS,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"45-49, Male, TB Screen - Positive, Life-long ART, Already, Positive",tEwDc87EyhT,tEwDc87EyhT,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"45-49, Male, TB Screen - Positive, Life-long ART, New, Positive",jBOogMZFV7a,jBOogMZFV7a,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"50-54, Female, TB Screen - Negative, Life-long ART, Already, Positive",gBk7Xp0x3Tw,gBk7Xp0x3Tw,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"50-54, Female, TB Screen - Negative, Life-long ART, New, Positive",yqB7iyq6q1l,yqB7iyq6q1l,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"50-54, Female, TB Screen - Positive, Life-long ART, Already, Positive",Wdi3WvQ5hF7,Wdi3WvQ5hF7,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"50-54, Female, TB Screen - Positive, Life-long ART, New, Positive",EZRzQTD17NS,EZRzQTD17NS,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"50-54, Male, TB Screen - Negative, Life-long ART, Already, Positive",Cq6sbnSyIYe,Cq6sbnSyIYe,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"50-54, Male, TB Screen - Negative, Life-long ART, New, Positive",cN7tkYntKGC,cN7tkYntKGC,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"50-54, Male, TB Screen - Positive, Life-long ART, Already, Positive",VBbt3z2xwgr,VBbt3z2xwgr,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"50-54, Male, TB Screen - Positive, Life-long ART, New, Positive",INR859V2jAO,INR859V2jAO,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"50+, Female, TB Screen - Negative, Life-long ART, Already, Positive",UB2ubSzrpKx,UB2ubSzrpKx,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"50+, Female, TB Screen - Negative, Life-long ART, New, Positive",e7v1CJ1xPp6,e7v1CJ1xPp6,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"50+, Female, TB Screen - Positive, Life-long ART, Already, Positive",E1MOphrcIcZ,E1MOphrcIcZ,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"50+, Female, TB Screen - Positive, Life-long ART, New, Positive",wzGtg3bV8uu,wzGtg3bV8uu,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"50+, Male, TB Screen - Negative, Life-long ART, Already, Positive",JPlPsIjadRn,JPlPsIjadRn,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"50+, Male, TB Screen - Negative, Life-long ART, New, Positive",PM8MLbRtBvn,PM8MLbRtBvn,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"50+, Male, TB Screen - Positive, Life-long ART, Already, Positive",QMabcJ24aQh,QMabcJ24aQh,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"50+, Male, TB Screen - Positive, Life-long ART, New, Positive",HK7Qqc0oEcw,HK7Qqc0oEcw,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"55-59, Female, TB Screen - Negative, Life-long ART, Already, Positive",kobjw25OaUv,kobjw25OaUv,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"55-59, Female, TB Screen - Negative, Life-long ART, New, Positive",sC2WyhOMbWd,sC2WyhOMbWd,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"55-59, Female, TB Screen - Positive, Life-long ART, Already, Positive",HArLpFp3WbH,HArLpFp3WbH,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"55-59, Female, TB Screen - Positive, Life-long ART, New, Positive",GdCQ7R9Ji1i,GdCQ7R9Ji1i,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"55-59, Male, TB Screen - Negative, Life-long ART, Already, Positive",ViWe2ToNOrO,ViWe2ToNOrO,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"55-59, Male, TB Screen - Negative, Life-long ART, New, Positive",JCHkupHpuAb,JCHkupHpuAb,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"55-59, Male, TB Screen - Positive, Life-long ART, Already, Positive",PPaHk3WiFSw,PPaHk3WiFSw,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"55-59, Male, TB Screen - Positive, Life-long ART, New, Positive",B2PgJRIMZcz,B2PgJRIMZcz,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"5-9, Female, TB Screen - Negative, Life-long ART, Already, Positive",eIoXbo5DDZ9,eIoXbo5DDZ9,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"5-9, Female, TB Screen - Negative, Life-long ART, New, Positive",jIO9Ktd10sH,jIO9Ktd10sH,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"5-9, Female, TB Screen - Positive, Life-long ART, Already, Positive",m2jJj6JrIB7,m2jJj6JrIB7,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"5-9, Female, TB Screen - Positive, Life-long ART, New, Positive",jeVf1oR1yzr,jeVf1oR1yzr,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"5-9, Male, TB Screen - Negative, Life-long ART, Already, Positive",WDHw55UNQlY,WDHw55UNQlY,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"5-9, Male, TB Screen - Negative, Life-long ART, New, Positive",SDYDE1HEuPA,SDYDE1HEuPA,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"5-9, Male, TB Screen - Positive, Life-long ART, Already, Positive",tIl8tG3XsBO,tIl8tG3XsBO,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"5-9, Male, TB Screen - Positive, Life-long ART, New, Positive",DQoZBhHG5Rg,DQoZBhHG5Rg,,,
MER Results: Facility Based,"TX_TB (D, TA, Age/Sex/TBScreen/NewExistingART/HIVStatus): TB Screening","TX_TB (D, TA, Age/Sex/TBScreen/ART/HIV)",TX_TB_D_TA_Age_Sex_TBScreen_ART_HIV,,EsjUf0YJVwC,Number of ART patients who were screened for TB at least once during the reporting period,"60-64, Female, TB Screen - Negative, Life-long ART, Already, Positive",yn2SkW0sEU2,yn2SkW0sEU2,,,
